supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S0130,Supplier 130,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,No,"4.54% defect rate, Meets standards","$59.05/unit, $5507.41 total cost"
S0131,Supplier 131,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",No,"2.42% defect rate, Meets standards","$54.56/unit, $6025.88 total cost"
S0132,Supplier 132,Retailer,Low,Late Delivery,"60-day payment, 7-day delivery",Good,Include penalty clauses for late delivery,No,"1.8% defect rate, Meets standards","$54.37/unit, $5757.43 total cost"
S0133,Supplier 133,Manufacturer,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"3.1% defect rate, Meets standards","$66.66/unit, $6790.69 total cost"
S0134,Supplier 134,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules, Include compliance monitoring",Yes,"3.12% defect rate, Meets standards","$63.34/unit, $5454.38 total cost"
S0135,Supplier 135,Service Provider,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",Yes,"4.64% defect rate, Meets standards","$69.52/unit, $5330.25 total cost"
S0136,Supplier 136,Retailer,Low,Substandard Quality,"60-day payment, 7-day delivery",Fair,Adjust delivery schedules,Yes,"1.02% defect rate, Meets standards","$53.2/unit, $6794.77 total cost"
S0137,Supplier 137,Manufacturer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,No,"4.42% defect rate, Meets standards","$68.47/unit, $5417.95 total cost"
S0138,Supplier 138,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,Include penalty clauses for late delivery,No,"3.43% defect rate, Meets standards","$65.31/unit, $5004.53 total cost"
S0139,Supplier 139,Service Provider,Medium,Late Delivery,"30-day payment, 5-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"4.76% defect rate, Meets standards","$60.55/unit, $5997.57 total cost"
S0140,Supplier 140,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.98% defect rate, Meets standards","$63.07/unit, $6798.32 total cost"
S0141,Supplier 141,Retailer,Low,,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,Yes,"2.47% defect rate, Meets standards","$66.75/unit, $5357.07 total cost"
S0142,Supplier 142,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",No,"3.54% defect rate, Meets standards","$60.55/unit, $6668.26 total cost"
S0143,Supplier 143,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"2.48% defect rate, Meets standards","$62.95/unit, $6907.14 total cost"
S0144,Supplier 144,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers, Include compliance monitoring",Yes,"4.69% defect rate, Meets standards","$69.54/unit, $6720.4 total cost"
S0145,Supplier 145,Distributor,High,,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",Yes,"1.08% defect rate, Meets standards","$64.41/unit, $6557.28 total cost"
S0146,Supplier 146,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"3.22% defect rate, Meets standards","$51.57/unit, $5582.03 total cost"
S0147,Supplier 147,Service Provider,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Seek alternative suppliers,Yes,"3.03% defect rate, Meets standards","$64.34/unit, $5684.25 total cost"
S0148,Supplier 148,Distributor,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Include penalty clauses for late delivery,No,"1.76% defect rate, Meets standards","$69.48/unit, $5314.16 total cost"
S0149,Supplier 149,Manufacturer,Low,Substandard Quality,"45-day payment, 10-day delivery",Good,Include compliance monitoring,No,"2.71% defect rate, Meets standards","$57.81/unit, $6025.56 total cost"
S0150,Supplier 150,Service Provider,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,Yes,"2.19% defect rate, Meets standards","$50.87/unit, $6655.26 total cost"
S0151,Supplier 151,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers, Adjust delivery schedules",Yes,"3.68% defect rate, Meets standards","$64.55/unit, $5993.25 total cost"
S0152,Supplier 152,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",No,"4.01% defect rate, Meets standards","$56.18/unit, $6646.72 total cost"
S0153,Supplier 153,Distributor,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,Include penalty clauses for late delivery,No,"4.09% defect rate, Meets standards","$68.36/unit, $5959.97 total cost"
S0154,Supplier 154,Retailer,Low,Substandard Quality,"60-day payment, 7-day delivery",Good,Include compliance monitoring,Yes,"2.58% defect rate, Meets standards","$53.65/unit, $5696.95 total cost"
S0155,Supplier 155,Manufacturer,Low,Substandard Quality,"60-day payment, 7-day delivery",Good,Include compliance monitoring,No,"1.77% defect rate, Meets standards","$57.53/unit, $5254.2 total cost"
S0156,Supplier 156,Manufacturer,Medium,Late Delivery,"30-day payment, 5-day delivery",Fair,"Include penalty clauses for late delivery, Include compliance monitoring",Yes,"2.18% defect rate, Meets standards","$50.47/unit, $5025.57 total cost"
S0157,Supplier 157,Retailer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",Yes,"3.14% defect rate, Meets standards","$58.77/unit, $5706.18 total cost"
S0158,Supplier 158,Distributor,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"3.46% defect rate, Meets standards","$53.8/unit, $6644.11 total cost"
S0159,Supplier 159,Distributor,Low,Substandard Quality,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,Yes,"4.18% defect rate, Meets standards","$61.94/unit, $5691.97 total cost"
S0160,Supplier 160,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",No,"3.88% defect rate, Meets standards","$64.92/unit, $6637.95 total cost"
S0161,Supplier 161,Manufacturer,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Seek alternative suppliers,No,"1.7% defect rate, Meets standards","$55.6/unit, $6380.13 total cost"
S0162,Supplier 162,Service Provider,High,,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",No,"3.98% defect rate, Meets standards","$52.67/unit, $5878.64 total cost"
S0163,Supplier 163,Distributor,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"1.46% defect rate, Meets standards","$52.39/unit, $5085.3 total cost"
S0164,Supplier 164,Distributor,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring",Yes,"4.67% defect rate, Meets standards","$55.09/unit, $6419.04 total cost"
S0165,Supplier 165,Distributor,Medium,Substandard Quality,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules",No,"3.76% defect rate, Meets standards","$66.57/unit, $6135.35 total cost"
S0166,Supplier 166,Service Provider,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Include penalty clauses for late delivery,No,"1.45% defect rate, Meets standards","$58.66/unit, $5930.19 total cost"
S0167,Supplier 167,Service Provider,Low,,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"4.35% defect rate, Meets standards","$53.86/unit, $6952.26 total cost"
S0168,Supplier 168,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,Yes,"3.71% defect rate, Meets standards","$55.67/unit, $6496.79 total cost"
S0169,Supplier 169,Retailer,Medium,,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring",No,"3.85% defect rate, Meets standards","$57.0/unit, $5690.0 total cost"
S0170,Supplier 170,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",No,"2.95% defect rate, Meets standards","$54.08/unit, $5681.21 total cost"
S0171,Supplier 171,Manufacturer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",No,"3.42% defect rate, Meets standards","$60.79/unit, $6229.38 total cost"
S0172,Supplier 172,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring",Yes,"2.71% defect rate, Meets standards","$61.39/unit, $5309.77 total cost"
S0173,Supplier 173,Service Provider,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,No,"3.27% defect rate, Meets standards","$65.59/unit, $6082.82 total cost"
S0174,Supplier 174,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,Yes,"4.16% defect rate, Meets standards","$63.91/unit, $6115.49 total cost"
S0175,Supplier 175,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers",Yes,"1.8% defect rate, Meets standards","$54.92/unit, $6318.15 total cost"
S0176,Supplier 176,Manufacturer,High,,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Include compliance monitoring, Seek alternative suppliers",No,"4.5% defect rate, Meets standards","$53.15/unit, $6703.31 total cost"
S0177,Supplier 177,Distributor,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Adjust delivery schedules",Yes,"2.22% defect rate, Meets standards","$68.08/unit, $6319.02 total cost"
S0178,Supplier 178,Distributor,Medium,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",No,"1.59% defect rate, Meets standards","$66.51/unit, $6807.31 total cost"
S0179,Supplier 179,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"3.54% defect rate, Meets standards","$50.15/unit, $5042.31 total cost"
S0180,Supplier 180,Manufacturer,Low,,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,Yes,"3.1% defect rate, Meets standards","$50.47/unit, $6211.59 total cost"
S0181,Supplier 181,Service Provider,Low,,"30-day payment, 5-day delivery",Poor,Adjust delivery schedules,No,"2.17% defect rate, Meets standards","$59.78/unit, $5062.07 total cost"
S0182,Supplier 182,Manufacturer,Low,Substandard Quality,"30-day payment, 5-day delivery",Excellent,Seek alternative suppliers,Yes,"3.51% defect rate, Meets standards","$66.77/unit, $6681.55 total cost"
S0183,Supplier 183,Retailer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",Yes,"3.86% defect rate, Meets standards","$68.51/unit, $5253.89 total cost"
S0184,Supplier 184,Service Provider,High,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"2.09% defect rate, Meets standards","$53.88/unit, $5985.06 total cost"
S0185,Supplier 185,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"1.47% defect rate, Meets standards","$66.19/unit, $5214.63 total cost"
S0186,Supplier 186,Retailer,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers",Yes,"3.04% defect rate, Meets standards","$58.32/unit, $6285.98 total cost"
S0187,Supplier 187,Manufacturer,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,No,"2.13% defect rate, Meets standards","$63.04/unit, $6097.54 total cost"
S0188,Supplier 188,Distributor,Low,,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"2.3% defect rate, Meets standards","$56.31/unit, $5079.89 total cost"
S0189,Supplier 189,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",No,"2.98% defect rate, Meets standards","$52.52/unit, $6501.55 total cost"
S0190,Supplier 190,Retailer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",No,"3.92% defect rate, Meets standards","$64.15/unit, $6063.47 total cost"
S0191,Supplier 191,Service Provider,Low,,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,No,"1.06% defect rate, Meets standards","$56.16/unit, $5905.75 total cost"
S0192,Supplier 192,Distributor,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers, Include penalty clauses for late delivery",No,"2.91% defect rate, Meets standards","$50.59/unit, $6787.38 total cost"
S0193,Supplier 193,Distributor,High,,"60-day payment, 7-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",No,"1.49% defect rate, Meets standards","$69.34/unit, $6568.9 total cost"
S0194,Supplier 194,Distributor,Medium,,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery",No,"4.41% defect rate, Meets standards","$58.58/unit, $6743.3 total cost"
S0195,Supplier 195,Service Provider,Medium,,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Seek alternative suppliers",No,"2.04% defect rate, Meets standards","$51.99/unit, $5408.45 total cost"
